Elastic_Modulus (GPa),Load (kN),Length_of_Beam (m),X-sectional Width b (mm),X-sectional Height h (mm),Max Deflection (mm)
138,2,6,30,80,50.951088
143,3,7,34,84,89.26939
136,4,7,38,101,64.41804
159,3,9,30,81,215.68271
131,3,7,44,106,37.472603
135,2,11,60,104,73.04038
132,2,10,53,83,124.99306
152,5,6,51,103,31.87413
184,3,15,50,90,377.41544
138,3,12,46,95,238.12076
196,3,13,31,104,241.08687
125,5,13,66,91,441.7351
107,1,7,49,81,30.77508
152,5,9,56,84,180.62094
186,2,10,52,80,100.968
188,3,6,62,104,12.355645
163,5,14,31,90,931.14496
146,1,9,32,80,76.18943
179,4,7,57,83,58.793858
128,1,9,35,109,31.413044
171,2,13,59,88,159.7732
172,5,7,51,95,57.007854
167,3,14,61,90,277.12234
141,3,6,42,90,37.52486
148,3,13,54,97,225.90228
129,1,12,63,93,66.085266
132,2,10,53,105,61.737965
101,2,12,45,109,146.79132
179,5,6,54,109,21.56937
109,2,5,52,108,8.753443
179,1,14,61,105,54.27169
153,1,12,36,110,58.926655
189,4,10,57,80,181.29816
197,5,13,60,85,378.32568
100,1,11,36,93,114.91235
149,2,6,61,97,13.019444
198,3,14,45,96,261.0682
108,4,12,42,101,369.74866
185,4,15,36,85,825.1687
171,1,7,47,92,13.70177
121,3,11,68,106,101.86558
123,2,6,48,93,22.741995
153,1,10,46,92,45.617054
109,2,5,64,106,7.522392
160,4,12,60,96,203.45053
167,2,12,43,92,154.5131
101,3,11,39,96,286.44394
136,2,13,32,90,346.24512
105,5,11,33,101,466.03732
135,1,8,43,101,21.40147
109,1,9,60,104,24.773636
190,2,14,69,110,78.6273
126,1,5,30,87,12.55453
172,2,13,41,94,187.54443
113,3,14,56,85,529.5685
141,2,11,54,110,65.6685
115,4,6,64,89,41.62995
138,5,13,59,102,317.83994
137,2,14,32,105,270.34332
147,1,14,34,80,268.07596
139,5,5,44,85,41.60023
130,5,13,42,85,819.0127
200,2,11,68,95,57.074
176,1,6,62,107,4.0395975
144,5,6,41,91,60.686657
190,5,14,35,100,515.7894
123,5,12,44,84,673.3767
132,3,7,49,108,31.572872
159,3,13,40,82,469.88614
103,1,6,42,99,12.8647585
146,2,8,41,99,44.075542
169,2,9,45,100,47.928993
198,3,6,58,97,15.45634
119,2,6,57,107,12.997225
169,2,8,45,108,26.722033
158,5,14,65,88,490.0898
189,2,9,30,107,52.476295
193,3,14,45,91,314.44986
155,1,8,56,82,26.745373
199,4,5,37,83,29.690731
109,4,13,38,84,894.9156
145,1,5,54,98,4.2404313
144,2,13,51,100,149.5779
195,1,11,55,103,28.392857
129,5,10,41,90,324.19693
179,2,13,33,99,191.65825
134,2,14,59,100,173.53908
104,3,12,47,102,249.84651
197,4,7,59,104,26.234684
177,4,10,37,110,114.72206
171,2,6,33,87,29.064035
155,1,9,34,110,25.982374
126,5,5,64,103,17.732004
151,1,6,50,91,9.491233
139,5,8,67,98,73.01501
170,1,6,70,94,5.4634027
155,4,10,58,102,104.81895
184,1,8,41,101,16.468126
154,4,15,37,96,669.48004
160,4,13,30,80,893.9616
137,3,13,70,91,228.0072
166,1,12,62,81,78.98215
139,3,13,39,91,403.35526
150,5,8,49,102,82.05256
137,1,13,42,86,150.07379
116,2,10,34,108,100.63796
107,4,5,48,92,31.255144
163,1,12,30,93,109.831276
194,1,11,58,80,57.758827
194,1,12,56,90,54.546448
166,1,9,39,104,25.026194
117,4,6,45,105,35.439495
129,4,8,47,91,112.061966
107,3,15,69,94,412.77997
137,5,15,51,86,949.28735
176,5,15,56,85,696.98956
143,5,6,33,83,100.06437
101,5,5,65,101,23.100489
116,1,15,46,108,125.52398
197,5,8,37,82,159.2467
167,4,10,57,87,159.53314
122,1,15,48,110,108.251686
163,2,13,49,89,195.09512
109,2,9,30,97,122.13343
100,4,13,40,96,620.80664
171,4,13,58,92,284.4739
138,4,8,63,83,102.99498
124,2,10,56,83,125.92908
121,5,5,45,95,33.46966
133,5,10,58,110,121.74534
120,2,5,56,101,9.027066
107,4,7,70,93,56.93292
153,3,5,61,107,8.199714
190,2,14,35,107,168.41513
154,1,9,52,100,22.75849
184,2,9,70,109,21.852552
138,2,14,37,109,207.48839
162,4,11,33,102,234.61111
184,4,12,30,87,475.38657
119,5,5,41,81,60.260704
105,4,9,57,82,220.91327
177,4,14,51,90,416.978
132,3,8,37,110,59.071434
110,1,9,53,99,32.217613
119,4,7,63,95,53.362453
189,1,14,63,109,44.487938
137,4,9,51,110,78.38965
154,5,12,32,100,438.31168
164,5,9,38,85,238.09668
101,4,6,33,83,113.34024
136,4,15,61,91,539.85956
127,4,11,37,86,445.3252
119,2,15,40,105,306.24493
135,4,15,31,93,1002.60394
188,4,14,58,106,211.29082
133,3,7,67,105,24.93797
158,4,12,53,107,168.44553
168,2,9,38,83,99.855125
152,1,14,68,81,124.8868
126,1,5,37,84,11.309408
125,1,9,49,108,23.620558
184,4,8,37,93,93.49784
155,1,11,43,94,60.108288
187,3,15,46,101,285.6087
118,2,12,55,99,137.20297
171,3,10,58,92,97.11217
125,4,11,69,108,122.50327
121,1,9,68,80,43.26167
152,1,6,33,82,19.525164
190,4,9,44,106,73.21561
146,4,9,67,86,117.16679
106,1,14,48,106,113.20338
140,3,11,48,109,114.70716
154,4,7,36,91,82.10067
134,3,15,65,101,282.06732
131,1,5,69,95,4.0323553
106,3,10,37,98,203.17741
152,1,7,33,87,25.960844
180,3,7,49,99,30.059464
189,5,8,51,93,82.54659
141,4,10,49,104,128.67223
159,5,7,70,99,39.70118
104,1,15,57,91,188.87802
190,3,14,52,92,267.5007
133,4,11,33,90,415.99197
199,3,6,41,84,33.499645
143,5,8,60,103,68.262314
118,2,11,69,103,74.80064
131,4,10,59,104,115.02087
163,1,13,45,88,109.88083
199,3,5,59,89,11.32651
144,4,9,59,110,64.46663
141,3,11,36,85,320.2292
198,2,5,32,87,14.979837
158,3,14,55,84,399.56528
143,4,9,42,82,220.14085
174,2,15,55,91,233.99559
136,1,9,57,91,31.198204
183,4,10,31,93,219.14842
157,3,14,36,95,424.69037
100,5,8,65,91,130.65993
195,1,5,70,84,3.862598
158,2,14,59,80,287.45844
141,5,8,49,87,140.6718
143,1,8,59,105,13.105515
188,3,11,54,88,144.29115
141,4,7,64,99,39.173233
130,3,9,52,91,107.32921
116,4,15,40,80,1420.6459
174,1,7,67,89,10.433741
158,5,5,40,84,41.71239
177,1,7,50,92,12.443066
108,1,11,44,109,54.07072
183,1,5,67,103,2.3324504
125,1,7,61,95,13.116666
178,5,11,53,94,212.32867
130,3,14,36,102,414.38022
117,5,5,51,89,37.14445
177,4,14,59,100,262.75974
119,3,5,40,107,16.077295
120,3,8,43,109,57.464817
123,4,12,54,85,423.63135
151,4,11,33,81,502.61118
144,4,13,35,95,508.42712
160,1,6,69,95,5.704976
156,3,6,68,96,17.261072
164,4,14,60,93,346.6891
183,4,9,35,90,156.12802
139,4,12,62,88,294.23154
173,4,5,35,90,28.318377
169,2,6,52,98,13.057363
183,2,11,56,100,64.93951
125,2,12,44,88,230.51704
186,3,12,50,107,113.75505
191,3,15,41,84,545.35583
141,3,7,69,96,29.88639
135,5,8,37,93,159.2926
107,1,12,70,89,81.814804
190,3,11,34,107,126.14076
113,5,9,53,95,177.46487
133,1,14,31,107,135.81866
176,4,13,69,85,294.5856
165,3,6,50,106,16.487068
145,1,8,59,101,14.521979
154,5,15,61,101,435.8822
161,5,5,56,104,15.406575
138,5,13,69,95,336.38843
193,2,14,52,81,257.23993
165,1,9,47,92,30.18021
112,3,11,47,106,159.22302
161,2,9,53,94,51.42949
140,5,14,58,107,344.81546
114,4,9,53,82,218.82918
162,1,7,67,101,7.667966
137,3,9,43,85,151.12732
119,5,13,37,102,587.7476
150,1,9,67,96,20.49688
118,4,5,34,102,29.359495
185,4,15,34,83,938.40186
152,4,10,34,101,187.80771
163,2,8,34,90,63.364487
134,4,11,55,103,165.27185
101,2,8,66,82,69.65192
172,2,5,31,98,12.454079
194,4,8,32,100,82.47423
195,3,7,58,105,19.648294
181,1,8,39,94,21.831484
174,4,15,67,100,289.50076
154,3,12,30,84,473.28763
118,2,5,48,88,16.192308
139,5,10,42,81,402.89404
159,5,9,64,86,140.78783
154,3,7,48,83,60.86381
142,4,10,33,109,164.7852
111,3,5,65,100,12.993764
133,1,5,54,103,3.9819238
117,2,5,53,88,14.7900715
134,5,6,57,102,33.310688
144,1,8,34,83,45.722958
147,3,6,33,82,60.567852
164,2,8,68,106,19.273901
110,5,9,43,106,161.7554
139,3,11,31,88,339.9498
169,2,11,65,84,102.213936
150,2,10,42,102,74.78748
106,1,15,31,86,403.6927
102,2,7,65,104,22.995909
186,5,14,57,104,287.61154
185,1,15,36,85,206.29218
143,5,11,43,109,208.93158
196,1,10,57,105,19.330416
168,3,8,70,83,57.10704
133,1,13,64,90,88.51379
103,1,9,64,109,21.34867
149,3,11,61,91,145.7468
127,3,10,46,110,96.45432
128,5,6,39,97,59.26168
192,3,11,47,96,125.03354
173,3,14,70,86,267.18118
181,5,14,67,101,274.52167
114,2,5,40,96,15.491785
110,3,14,52,81,677.0087
191,1,12,34,93,82.70326
138,3,12,39,101,233.7207
121,5,15,57,80,1194.6855
176,2,5,32,89,15.741545
106,3,14,40,90,665.8126
169,1,8,44,83,30.104837
177,5,14,37,101,508.3409
104,3,12,60,89,294.61194
107,1,15,49,99,165.85492
180,5,5,60,91,19.198711
140,5,7,30,91,135.46613
141,4,11,40,87,358.37787
102,2,10,54,91,120.46252
176,2,14,64,83,213.02333
152,4,13,65,103,203.49861
102,2,13,56,87,292.0479
159,2,7,51,81,39.796215
146,5,5,31,86,54.276287
108,2,13,63,92,207.33482
165,5,11,64,96,178.07808
115,4,6,35,104,47.70763
152,2,15,62,93,222.61766
191,1,14,38,95,110.23927
200,4,5,46,98,14.435903
108,5,11,31,101,482.32355
185,5,15,53,102,405.4485
152,3,9,38,107,77.26989
135,1,11,57,95,50.43577
184,4,14,49,80,594.4293
121,3,15,36,97,636.69574
139,3,14,63,88,344.85934
196,5,12,30,83,642.45416
141,3,12,31,106,248.94682
138,2,12,35,91,237.3791
173,5,15,32,109,588.4482
171,4,5,61,80,23.405294
192,1,12,43,110,39.312984
127,1,9,60,83,41.829075
165,2,14,45,88,271.15002
131,4,12,37,104,316.93536
113,5,9,66,84,206.14716
158,5,15,46,82,1052.755
113,4,14,46,80,1031.0455
183,2,6,47,110,9.434019
116,2,11,62,84,156.12071
153,1,5,34,89,8.521375
188,2,14,52,89,199.07782
166,5,14,56,87,560.3253
175,1,14,32,103,112.10484
157,5,8,44,81,174.33018
199,3,10,60,80,122.68373
101,1,8,65,95,22.74073
103,2,8,36,95,80.52476
136,1,7,39,108,12.8339205
199,2,15,40,93,263.56143
105,1,7,37,82,40.031467
193,4,13,46,82,448.8212
153,2,7,43,103,23.85572
166,2,5,35,89,15.259274
187,4,5,63,106,8.908616
143,3,10,56,87,142.22615
108,5,8,51,109,89.723564
190,4,5,47,80,27.339376
128,2,10,62,105,54.42525
200,5,10,61,99,105.59529
197,1,9,48,101,18.706646
142,1,13,30,87,195.79552
132,3,6,52,91,31.319408
135,4,7,35,102,68.40562
114,2,12,60,101,122.60087
147,5,11,37,108,242.82742
111,5,7,70,90,75.69298
133,5,15,40,91,1052.3204
168,5,6,30,91,71.09009
139,5,7,43,81,134.97887
196,3,9,52,85,87.35196
160,3,7,43,85,60.884975
114,5,13,63,80,746.835
186,1,12,50,103,42.509808
181,2,11,48,88,112.4036
149,1,5,38,102,5.200914
128,4,10,53,105,127.334564
134,4,9,63,103,79.02609
196,4,8,58,82,81.68539
189,5,9,35,105,118.99804
124,1,6,58,99,7.738174
161,3,15,31,87,770.17554
113,4,15,66,106,379.95645
103,2,12,70,95,139.76797
170,1,15,50,84,167.4777
183,1,10,40,98,36.28697
175,4,11,37,99,211.85207
103,3,14,31,81,1212.8062
163,1,11,65,94,37.81234
127,2,14,66,96,185.00896
197,1,14,38,82,166.20065
195,2,7,39,88,33.091534
199,5,13,68,98,215.62535
189,2,14,59,109,95.00813
141,1,11,54,90,59.94841
156,3,11,59,106,91.06367
198,4,14,44,83,550.8482
177,5,6,34,82,81.37106
152,3,10,41,99,124.030426
177,5,8,69,100,52.403175
120,4,14,66,92,444.93384
195,4,10,51,109,77.64539
142,3,10,63,87,127.313545
160,2,8,35,94,55.038723
101,5,12,65,80,642.6123
198,2,5,55,110,4.3119535
194,4,6,42,82,48.079636
127,5,14,42,106,539.9127
194,4,13,39,110,218.1653
107,2,15,53,90,408.18457
189,2,8,30,102,42.54577
182,1,13,39,90,106.14671
110,5,5,35,99,41.82671
172,1,5,67,104,2.4107199
179,5,8,56,84,107.72117
133,2,9,57,87,73.0152
113,2,15,51,105,252.94566
188,3,15,44,94,368.41806
189,5,11,41,83,375.49844
136,2,11,56,86,137.3807
130,4,11,67,85,248.83022
107,1,5,46,103,5.8102756
163,4,14,58,108,230.40782
109,4,5,68,97,18.47819
130,2,14,40,83,461.44135
165,3,9,64,86,81.40096
196,4,10,43,84,200.18779
137,2,5,61,98,7.946052
112,5,8,35,90,223.9579
145,5,5,37,83,50.93496
122,1,15,35,87,300.07385
151,4,6,44,110,24.425646
194,2,14,45,91,208.55264
175,3,12,34,108,172.90866
189,4,9,54,107,58.306988
186,5,12,44,84,445.29752
188,5,9,44,93,136.9551
154,1,10,30,92,69.49196
137,5,8,64,94,87.88117
188,1,8,57,110,8.974272
163,2,8,52,94,36.363483
199,5,10,60,109,80.839966
197,1,10,56,82,41.100224
191,2,11,44,84,133.60545
170,1,6,54,109,4.542256
138,3,6,65,96,20.413095
111,1,11,61,98,52.21401
180,3,7,49,102,27.484402
134,1,5,57,98,4.347025
120,1,14,51,108,88.98185
136,3,13,44,106,231.19698
152,4,7,62,107,29.710333
102,5,8,50,90,172.14018
174,1,9,66,95,18.509876
155,4,13,34,109,321.91406
172,4,9,64,103,60.60485
164,2,7,42,107,20.32449
117,3,6,30,109,35.639233
118,1,10,31,109,52.773605
123,1,11,60,84,76.07183
161,3,7,65,80,48.0116
177,1,11,68,82,50.14115
125,1,11,67,108,31.540022
137,5,11,50,105,209.81165
195,1,13,56,84,84.86128
169,1,12,30,80,166.42012
186,4,10,69,83,136.27107
152,3,12,43,109,153.1135
178,4,6,55,89,31.296879
106,4,8,44,95,128.03851
195,3,9,31,102,85.229904
120,2,6,51,104,15.688171
157,2,11,56,98,80.42335
153,5,12,59,106,200.9059
148,2,5,60,106,5.9094825
191,4,11,43,89,229.88264
135,2,9,42,99,66.2535
144,5,14,67,85,578.8953
181,3,11,67,103,75.331085
182,4,14,58,108,206.35426
160,1,11,64,109,25.092192
134,1,8,50,107,15.594944
116,2,15,37,81,739.825
190,2,7,46,100,19.622425
117,4,11,47,89,343.3399
180,4,13,31,99,405.77966
111,4,11,41,109,225.83524
140,2,7,63,86,30.570335
163,2,5,42,88,13.396616
148,4,13,54,86,432.1945
120,1,13,34,101,130.66095
132,5,10,59,86,252.34152
196,4,8,56,90,63.98797
122,4,15,41,94,812.3562
140,2,11,40,100,118.83929
152,1,15,66,106,70.6169
165,2,12,38,106,115.69873
124,5,13,32,89,981.7442
195,3,6,33,85,40.993
192,5,7,58,109,29.730036
111,4,12,37,108,334.001
102,3,11,35,105,241.54787
147,3,7,70,98,26.562063
113,3,5,67,101,12.0186
106,1,10,61,94,46.55011
196,1,14,68,104,45.757164
138,4,14,46,96,488.5775
157,3,6,55,93,23.324043
174,3,10,41,91,139.50955
190,4,12,43,88,310.36566
135,5,12,64,87,379.649
145,4,13,36,81,791.9623
170,5,7,30,98,89.32144
193,1,12,52,80,84.07234
184,5,13,54,95,322.37225
166,3,11,42,99,147.5626
168,1,13,66,83,86.63284
163,2,13,36,83,327.39774
193,5,10,70,96,104.57815
148,4,12,33,107,288.81302
104,3,15,51,88,700.29895
104,1,9,44,98,42.315872
181,3,13,52,96,197.87718
188,1,5,43,95,4.5087166
159,1,5,53,92,4.762265
123,2,11,69,108,62.247597
180,2,6,61,92,12.631587
107,2,5,55,104,9.441338
186,1,13,57,80,101.184105
107,4,14,49,81,984.80255
177,5,13,68,94,274.70993
127,2,5,59,102,7.860022
106,5,6,57,85,72.765625
106,5,14,45,84,1213.2155
119,4,11,55,96,229.8554
176,3,5,37,81,27.089556
158,2,12,31,110,132.53082
181,3,9,62,81,91.67765
103,2,15,56,93,363.7221
113,4,7,46,94,79.44641
153,3,8,33,80,148.54427
140,3,13,32,106,308.8131
106,1,5,64,100,4.6064267
152,5,11,39,97,307.51385
144,5,15,58,105,436.34036
120,3,13,49,86,440.57376
183,4,7,57,91,43.635906
136,3,9,32,91,166.71541
152,1,10,65,80,49.42118
100,3,11,53,90,258.36633
198,1,5,34,107,3.7892613
155,1,13,54,94,79.00618
130,4,12,66,83,352.2266
178,4,14,56,95,321.0741
122,2,7,40,87,53.36869
124,5,14,69,98,425.93677
139,5,10,57,104,140.25563
193,1,7,44,87,15.334385
105,1,14,37,109,136.34952
185,1,7,60,94,9.300956
126,5,8,67,90,103.99371
115,2,15,32,110,344.52277
190,2,9,40,110,36.033455
187,3,10,38,96,119.29504
152,1,11,69,104,28.204952
107,5,9,36,109,182.6719
175,4,5,43,83,29.051546
188,1,9,69,94,16.915195
114,1,8,35,87,48.716866
130,4,5,50,86,30.234398
111,5,9,65,98,134.19087
193,1,13,57,85,81.29824
143,4,9,53,106,80.76032
178,2,6,44,93,17.14361
155,4,5,65,95,14.470853
116,4,10,48,82,325.73108
138,5,15,43,92,913.0041
176,4,14,57,83,478.36816
122,4,12,63,94,270.68228
200,2,8,67,85,31.108448
133,1,14,53,94,117.16908
173,4,11,39,104,175.37485
156,1,14,48,91,121.57214
148,5,13,48,87,587.0557
124,3,11,69,80,227.87599
124,1,13,62,97,78.27832
137,5,12,47,89,475.84473
181,2,14,63,105,103.93626
117,2,12,53,105,120.36054
163,3,15,43,83,631.60376
115,2,12,52,97,158.306
105,2,13,70,86,234.97269
123,5,10,30,109,261.57974
106,4,11,58,99,223.12006
181,3,11,63,87,132.94208
164,5,13,60,84,470.8766
192,3,6,34,97,27.190655
173,2,6,42,85,24.203135
163,3,10,57,97,88.44711
193,3,7,32,85,67.82524
167,2,7,62,98,17.598585
112,3,6,55,86,41.346516
127,5,11,48,101,264.8982
123,1,7,50,100,13.943089
101,3,14,38,84,904.6957
114,5,14,32,104,835.87103
152,4,10,64,88,150.84413
199,5,6,64,105,18.313139
133,3,5,30,98,24.964344
117,4,13,59,104,282.93857
190,4,14,59,105,211.45142
184,3,11,60,91,119.99028
198,5,14,67,81,486.5182
143,3,15,51,90,476.10336
128,3,10,42,95,162.71634
196,2,10,43,92,76.187195
110,3,15,34,85,1102.0635
145,5,6,55,105,29.245913
127,5,8,68,96,83.763275
180,1,12,52,89,65.46933
124,5,12,43,108,321.58243
137,2,9,37,109,55.525917
182,1,5,46,99,3.8469384
127,2,8,66,106,25.643349
120,3,5,47,100,16.622341
137,1,14,66,102,71.49226
117,3,12,57,100,194.33197
138,1,6,31,84,21.296837
148,5,12,60,109,187.8284
154,1,15,50,80,214.0194
100,4,7,30,105,98.76542
185,5,9,68,103,66.28957
106,3,14,62,88,459.5151
100,4,8,44,107,94.98738
140,5,5,42,86,41.77797
150,2,7,44,92,33.370037
196,3,12,42,107,128.51337
164,3,6,52,86,29.865683
146,5,5,69,109,11.97674
164,4,7,44,108,37.733433
105,4,6,64,83,56.21474
130,5,5,57,95,24.594103
108,4,13,30,102,638.97595
102,3,5,54,83,29.767548
147,4,15,62,95,431.91068
130,2,15,49,101,257.12256
184,3,12,64,82,199.60234
144,2,14,34,104,249.12234
151,2,5,36,84,19.398256
196,2,11,56,95,70.71852
150,5,15,48,107,478.2995
120,5,15,58,87,920.48505
196,1,11,46,109,28.498674
116,4,8,70,92,80.97491
192,1,9,42,108,17.940962
163,1,13,54,95,72.78098
133,5,11,40,110,234.96242
171,5,11,54,84,303.99072
135,5,15,64,107,398.58295
125,2,14,50,92,281.91006
135,2,7,63,89,28.60354
143,5,11,61,80,372.52225
200,3,8,34,108,44.828175
194,1,15,49,88,130.24707
124,4,5,40,84,42.51973
110,3,9,65,86,120.22296
196,4,13,60,87,283.70367
129,1,15,63,93,129.07277
174,1,12,34,101,70.87475
108,1,13,33,95,179.74696
185,1,13,45,85,107.430855
189,2,10,33,102,75.542915
150,5,14,43,98,565.01
122,2,6,44,82,36.48965
115,5,9,49,89,229.38956
133,3,11,50,88,220.27725
116,5,5,41,89,46.602386
149,4,11,64,100,139.57634
103,5,14,48,98,737.1188
180,4,6,67,104,15.922323
178,1,7,45,84,18.061913
161,2,5,70,100,5.5456963
121,1,7,60,103,10.809008
172,1,13,38,80,164.13004
197,5,8,61,102,50.186092
107,3,9,33,106,130.00902
130,5,5,62,86,30.478222
161,1,8,40,88,29.165947
177,5,5,70,109,9.7379875
192,1,11,33,110,39.45707
169,4,14,41,102,373.1754
102,4,14,30,101,870.3592
165,4,6,46,81,53.549686
101,4,14,63,100,431.24313
161,2,14,58,95,171.36787
163,4,8,42,104,66.486435
129,2,14,50,95,248.09816
143,1,9,31,98,43.680897
134,2,10,44,89,120.293594
146,5,13,53,99,365.768
122,1,14,53,88,155.68271
117,2,15,41,89,499.00403
198,5,7,54,95,46.77076
193,2,5,47,89,9.773605
121,3,5,49,84,26.677921
152,2,10,52,110,47.527508
170,1,8,70,85,17.514841
100,2,6,58,106,15.63429
101,2,8,38,84,112.53746
135,5,11,31,81,748.0619
115,1,14,33,107,147.55739
159,5,7,46,110,44.04242
148,3,11,59,83,199.93616
185,4,11,65,102,104.30195
153,1,8,51,86,25.790098
123,3,14,34,101,477.6362
124,1,13,48,105,79.71485
145,5,14,36,82,1191.7416
147,2,13,48,103,142.47209
166,4,6,55,103,21.65067
125,1,13,57,107,62.926548
115,2,15,53,92,355.55484
127,4,8,31,95,151.6819
136,4,14,41,95,573.97174
115,3,8,34,83,171.75928
176,3,5,54,109,7.6170244
169,5,8,67,98,60.053764
137,1,15,34,86,284.78622
166,5,11,67,90,205.20013
123,2,10,44,95,107.75599
126,2,8,63,80,62.98816
180,3,15,67,109,162.07208
138,4,10,49,102,139.35556
187,1,14,50,85,119.46913
186,4,10,45,81,224.81201
140,5,12,48,109,248.20183
172,5,15,39,105,543.27893
132,1,9,59,99,24.117706
107,3,14,39,81,927.987
116,4,15,43,87,1027.5183
124,2,10,60,100,67.2043
132,4,13,32,103,475.98633
149,4,11,68,87,199.49184
142,5,15,37,106,674.1804
122,3,6,70,110,14.252107
164,3,6,60,91,21.847197
137,5,14,52,81,905.9728
193,1,9,44,87,32.591156
169,1,8,46,84,27.779701
180,2,10,47,104,52.541157
133,1,13,45,97,100.552
188,4,9,40,98,102.99863
200,5,8,47,100,68.085106
170,4,11,37,90,290.26846
173,2,15,35,107,227.49837
174,2,9,62,86,53.12039
126,4,9,57,107,82.85731
174,3,10,68,93,78.805084
141,4,13,41,101,368.8612
168,5,11,38,93,324.001
148,2,12,62,85,153.32167
184,2,12,37,106,106.55568
170,5,5,68,97,14.809726
147,4,8,54,99,66.47422
144,2,6,66,92,14.593311
145,1,11,36,87,96.803215
160,4,7,62,103,31.6425
121,5,6,45,85,80.74378
198,4,8,59,106,36.798927
142,5,7,68,93,55.20241
154,1,9,57,97,22.74871
116,4,9,60,91,138.99338
200,5,13,56,82,444.71365
144,1,7,58,106,8.620372
193,3,11,54,90,131.38951
127,4,13,59,105,253.28323
122,2,14,41,102,258.46985
154,2,6,33,106,17.84315
158,2,8,63,109,19.859251
189,4,5,66,107,8.179993
112,4,9,40,96,183.9229
164,2,14,49,102,160.8843
155,3,5,45,91,17.836224
171,5,11,48,84,341.98956
135,4,8,41,81,174.05933
158,4,10,36,104,156.2933
183,3,8,45,84,78.67374
104,4,6,65,95,37.268013
105,2,9,45,86,121.28313
194,5,5,63,97,14.007561
175,2,8,67,105,18.860762
198,4,15,30,100,568.1818
107,3,7,55,108,34.700653
102,5,14,52,100,646.68176
154,1,13,44,95,94.54224
174,3,12,39,84,322.22058
107,5,13,45,85,928.7247
107,4,14,45,82,1033.5851
102,1,7,69,104,10.831406
145,4,8,49,89,102.22
132,4,15,31,95,961.983
116,1,7,31,89,33.825512
127,2,14,49,85,359.00253
200,4,7,49,90,48.01097
184,1,12,57,97,45.1311
127,1,7,64,105,9.113444
136,2,15,42,102,278.3909
159,1,11,34,82,111.63502
150,1,8,48,104,15.804379
134,5,6,60,103,30.73237
108,2,13,54,92,241.89064
111,2,12,57,95,159.27408
142,4,6,65,110,17.582232
186,5,6,56,80,50.62824
178,2,8,53,95,31.649967
110,4,11,49,80,482.30228
101,1,14,50,102,128.00656
108,5,13,30,84,1430.0696
100,3,8,55,104,62.068108
107,3,6,57,80,51.87838
192,4,8,35,108,60.482456
183,3,9,46,86,102.11382
102,2,10,41,88,175.44377
175,2,9,40,109,40.208694
126,3,9,58,89,106.125626
162,1,13,51,109,51.33403
144,4,14,37,86,809.70074
101,3,8,62,104,54.515266
106,1,15,30,81,499.26556
170,5,7,37,82,123.6266
134,4,11,40,97,272.0809
143,3,5,35,108,14.869485
146,3,7,63,81,52.626793
155,3,11,51,97,138.36372
134,1,12,45,87,108.79494
121,4,14,35,102,610.56256
150,1,15,66,92,109.44984
145,3,14,44,101,313.0838
133,5,10,38,94,297.777
175,4,12,34,98,308.5663
141,3,7,39,106,39.278427
111,3,5,53,100,15.935748
127,3,7,66,87,46.606873
132,1,14,55,109,72.96389
182,1,7,58,102,7.6548066
150,4,6,55,97,28.686964
193,5,13,69,95,240.52643
199,5,10,42,94,180.06284
151,1,5,66,98,3.331585
119,4,5,38,90,37.918568
186,4,9,67,86,91.96963
102,5,5,55,110,20.925657
155,3,8,68,92,46.78721
178,3,11,44,106,107.01608
169,1,13,62,83,91.67638
100,5,11,55,88,443.89203
106,1,10,52,99,46.74393
121,1,13,40,85,184.7855
128,5,8,70,86,112.29919
122,2,15,31,86,701.4988
149,5,15,44,84,1085.6929
158,1,13,44,99,81.42443
151,2,9,34,106,59.610676
147,4,8,30,88,170.36617
117,1,15,41,86,276.53412
106,3,9,48,88,157.6862
127,2,7,65,83,36.33396
120,4,9,34,89,253.45296
118,1,7,66,96,12.444988
138,1,7,58,110,8.049131
138,4,11,53,83,318.26495
120,4,14,32,103,653.94495
146,5,9,51,82,221.9591
198,5,12,63,87,262.96033
127,3,10,70,108,66.97122
194,3,8,54,85,59.686893
193,1,8,53,104,11.124404
105,1,7,53,84,25.99747
110,3,11,54,86,264.21503
147,5,13,45,84,700.44226
119,1,12,49,82,134.36903
132,2,6,46,82,32.25897
140,5,10,62,84,242.96986
172,4,10,70,99,85.59885
117,5,5,58,92,29.56941
123,5,5,63,88,29.588732
186,4,5,51,109,10.175303
130,4,7,53,110,37.40217
172,5,5,56,104,14.42127
120,5,10,70,84,251.06886
128,5,13,48,85,727.83356
138,5,8,58,104,71.08417
193,5,11,39,81,415.9212
120,5,6,55,100,40.909092
105,1,9,46,83,65.99121
150,5,8,69,96,69.891754
